// Grasscutter 3.3.54 GM Handbook
// Created 2023/01/24 10:05:08


// Commands
       account : ユーザーアカウントを変更
      announce : すべてのオンライン プレイヤーにアナウンスを送信するか、サーバーのアナウンスを管理します
         clear : 装備していないまたはロックされてないアイテムをバックの中から消去します｡ デフォルトでは星4以下でレベル1､精錬ランク1以下のアイテムを削除します｡
          coop : 他人の世界に強制的に参加させます。 誰もターゲットにされていない場合は、マルチプレイモードに移行します｡
         daily : This value does not exist. Please report this to the Discord: commands.daily.description
          enka : 🇺🇸Copy your character data from official server to private server using Enka.Network service (data taken only from Showcase)
 enter_dungeon : 秘境に入る｡
        entity : This value does not exist. Please report this to the Discord: commands.entity.description
         equip : 🇺🇸You can replace current character weapon with a weapon that cannot be used by current character due to different types of weapons.
          give : あなたまたは指定されたプレイヤーにアイテムを与えます。 また、すべての武器、アバター、および/または材料を与えることができ、指定した聖遺物を構築することもできます。
          heal : 現在のパーティーのキャラクターのみを回復します｡
          help : ヘルプ メッセージを送信するか、指定したコマンドに関する情報を表示します｡
       killall : 全てのエンティティを殺しました｡
      language : 現在の言語を表示または変更する｡
          list : オンラインのプレイヤーのリスト
    permission : ユーザーの権限を付与または削除します
      position : 位置と回転情報を取得します
         quest : クエストを追加または終了する｡
        reload : サーバー設定を再読み込み
        remote : 🇺🇸Use this to access commands from web
    resetConst : 現在アクティブなキャラクターの星座レベルをリセットします。変更を確認するには、コマンドを使用した後に再ログインする必要があります｡
resetShopLimit : 対象プレイヤーのショップ更新時間をリセットする
      sendMail : 指定したユーザーにメールを送信します。 このコマンドの使用法は、その合成状態に基づいて変化します
   sendMessage : サーバーとしてプレイヤーにメッセージを送信します。 ターゲットなしで使用すると、サーバー上のすべてのプレイヤーに送信されます。
      setConst : 現在アクティブなキャラクターの星座レベルを設定します
setFetterLevel : 現在アクティブなキャラクターの突破レベルを設定します｡
       setProp : アカウント全体のプロパティを設定します。 godmodeのようなものはこの方法で有効にすることができ、アンロックされた深淵の床やバトル パスの進行状況などを変更することもできます。
                    <prop> の値: godmode | nostamina | unlimitedenergy | abyss | worldlevel | bplevel
                    max_spring_volume の形式の他の設定可能な値についてはPlayerPropertyを参照してください｡
      setStats : 現在アクティブ状態のステータスを設定します｡
                     <stat>の値: hp | maxhp | def | atk | em | er | crate | cdmg | cdr | heal | heali | shield | defi
                    (cont.) Elemental DMG Bonus: epyro | ecryo | ehydro | egeo | edendro | eelectro | ephys
                    (cont.) Elemental RES: respyro | rescryo | reshydro | resgeo | resdendro | reselectro | resphys
         spawn : 近くにエンティティをスポーンします｡
          stop : サーバーを停止中
        talent : 現在アクティブなキャラクターの天賦レベルを設定する
          team : チームを手動で変更する.
      teleport : プレイヤーの位置を変更する
   teleportAll : あなたの世界のすべてのプレイヤーをあなたの位置にテレポートします｡
       weather : 天候 ID と気候タイプを変更します。 天気 ID は/Resources/ExcelBinOutput/WeatherExcelConfigData.json にあります。
                気候の種類:sunny, cloudy, rain, thunderstorm, snow, mist
1010010 : 面倒な仕事 - リサへの記念品を選ぶ
1010011 : 面倒な仕事 - [EN] - Find a gift for Lisa (Hidden)
1010012 : 面倒な仕事 - [EN] - Find a gift for Lisa (Hidden)
1010013 : 面倒な仕事 - [EN] - Find a gift for Lisa (Hidden)
1010014 : 面倒な仕事 - [EN] - Find a gift for Lisa (Hidden)
1010015 : 面倒な仕事 - [EN] - Hidden Option 1 unlocked (Hidden)
1010016 : 面倒な仕事 - [EN] - Hidden Option 2 unlocked
1010017 : 面倒な仕事 - [EN] - Hidden clues unlocked (Hidden)
1010018 : 面倒な仕事 - [EN] - Hidden clues completed (Hidden)
1010019 : 面倒な仕事 - [CHS] - (test)对话条件判断用（隐藏）$HIDDEN
1010021 : 面倒な仕事 - [EN] - Have tea with Lisa (Hidden)
1010022 : 面倒な仕事 - [EN] - Have tea with Lisa (Hidden)
1010023 : 面倒な仕事 - [EN] - Have tea with Lisa (Hidden)
1010024 : 面倒な仕事 - [EN] - Have tea with Lisa (Hidden)
1010025 : 面倒な仕事 - [EN] - Have tea with Lisa (Hidden)
1010026 : 面倒な仕事 - [EN] - Hidden Option 1 unlocked (Hidden)
1010027 : 面倒な仕事 - [EN] - Hidden Option 2 unlocked
1010028 : 面倒な仕事 - [CHS] - (test)延迟解锁披萨（隐藏）$HIDDEN
1010029 : 面倒な仕事 - [CHS] - (test)衔接对话用（隐藏）$HIDDEN
1010031 : 面倒な仕事 - [EN] - Result: Lisa in a good mood (Hidden)
1010032 : 面倒な仕事 - [EN] - Result: Lisa in an average mood (Hidden)
1010033 : 面倒な仕事 - [EN] - Result: Lisa in a bad mood (Hidden)
1010034 : 面倒な仕事 - [CHS] - (test)给丽莎挑选花（隐藏）$HIDDEN
1010035 : 面倒な仕事 - [CHS] - (test)给丽莎挑选花（隐藏）$HIDDEN
1010036 : 面倒な仕事 - [CHS] - (test)给丽莎挑选花（隐藏）$HIDDEN
1010037 : 面倒な仕事 - [CHS] - (test)给丽莎挑选花（隐藏）$HIDDEN
1010038 : 面倒な仕事 - [CHS] - (test)对话条件判断用（隐藏）$HIDDEN
1010044 : 面倒な仕事 - 本が残した元素の痕跡を探す
1010101 : なくなった本 - 元素の痕跡が指した方向を探す
1010102 : なくなった本 - [EN] - Reach Target Point 1 (Hidden)
1010103 : なくなった本 - [EN] - Reach Target Point 2 (Hidden)
1010104 : なくなった本 - [EN] - Reach Target Point 3 (Hidden)
1010105 : なくなった本 - [EN] - Reach Target Point 4 (Hidden)
1010106 : なくなった本 - [EN] - Reach Target Point 5 (Hidden)
1010107 : なくなった本 - 本を盗んだ者の隠れ場所に入る
1010108 : なくなった本 - [EN] - Defeat the Order Commander
1010109 : なくなった本 - リサと会話する
1010110 : なくなった本 - [EN] - Talk to Lisa (Hidden)
1010111 : なくなった本 - 襲ってきた敵を倒す
1010112 : なくなった本 - [CHS] - (test)击败深渊法师后的对话（隐藏）$HIDDEN
1010113 : なくなった本 - アビス教団を倒す
1010114 : なくなった本 - [CHS] - (test)发现副本后让丽莎消失（隐藏）$HIDDEN
1010115 : なくなった本 - 『テイワット観光ガイド』を入手する
1010116 : なくなった本 - 隠された本を探す
1010117 : なくなった本 - 元素の痕跡を探す
1010118 : なくなった本 - 元素の痕跡を探す
1010119 : なくなった本 - 元素の痕跡を探す
1010120 : なくなった本 - [CHS] - (test)与丽莎对话（隐藏）$HIDDEN
1010121 : なくなった本 - [CHS] - (test)开启地城入口（隐藏）$HIDDEN
1010122 : なくなった本 - [CHS] - (test)删除试用角色（隐藏）$HIDDEN
1011001 : 子供心の秘密 - 神像広場に行く
1011002 : 子供心の秘密 - フローラを見てみる
1011003 : 子供心の秘密 - ティミーを見てみる
1011004 : 子供心の秘密 - 酒場にいる大人たちを見てみる
1011005 : 子供心の秘密 - エリンを見てみる
1011006 : 子供心の秘密 - [CHS] - (test)同时摧毁所有木桩$HIDDEN
1011007 : 子供心の秘密 - [CHS] - (test)同时摧毁所有木桩$HIDDEN
1011008 : 子供心の秘密 - 同時に杭を全て破壊する
1011009 : 子供心の秘密 - エリンと会話する
1011010 : 子供心の秘密 - 同時に杭を全て破壊する
1011100 : 南風と冒険 - [CHS] - (test)控制艾琳的空闲对话$HIDDEN
1011101 : 南風と冒険 - 南風の獅子の神殿に行く
1011102 : 南風と冒険 - ジャックとスタンレーを探す
1011103 : 南風と冒険 - ジャックとスタンレーを助ける
1011104 : 南風と冒険 - [CHS] - (test)与杰克对话$HIDDEN
1011105 : 南風と冒険 - 秘境の冒険をクリアする
1011106 : 南風と冒険 - [CHS] - (test)与温迪对话$HIDDEN
1011107 : 南風と冒険 - [CHS] - (test)触发ui教程用$HIDDEN
1011111 : 南風と冒険 - [CHS] - (test)开启地城大门用$HIDDEN
1011200 : 獅牙の牙 - [CHS] - (test)触发开车和注目镜头用$HIDDEN
1011201 : 獅牙の牙 - 煌めく勇気の剣を探す
1011202 : 獅牙の牙 - 儀式中のヒルチャールを倒す
1011203 : 獅牙の牙 - 煌めく勇気の剣を拾う
1011204 : 獅牙の牙 - [CHS] - (test)与温迪对话$HIDDEN
1011205 : 獅牙の牙 - 輝く意志の盾を探す
1011206 : 獅牙の牙 - ヒルチャールと交渉する
1011207 : 獅牙の牙 - [CHS] - (test)谈判成功$HIDDEN
1011208 : 獅牙の牙 - [CHS] - (test)谈判失败$HIDDEN
1011209 : 獅牙の牙 - 襲ってくるヒルチャールを倒す
1011210 : 獅牙の牙 - ヒルチャールと会話する
1011211 : 獅牙の牙 - ウェンティと会話する
1011212 : 獅牙の牙 - [CHS] - (test)撤掉剑$HIDDEN
1011213 : 獅牙の牙 - [CHS] - (test)谈判失败后的对话$HIDDEN
1011300 : 無風の地に閉じ込められたら - 夜まで待つ（18時～23時）
1011301 : 無風の地に閉じ込められたら - 「エンジェルズシェア」に行く
1011302 : 無風の地に閉じ込められたら - スタンレーの後ろに座る
1011303 : 無風の地に閉じ込められたら - [CHS] - (test)自动对话$HIDDEN
1011304 : 無風の地に閉じ込められたら - スタンレーと会話してみる
1011305 : 無風の地に閉じ込められたら - 「いつもの場所」を探す…？
1011306 : 無風の地に閉じ込められたら - [CHS] - (test)温迪cs，完$HIDDEN
1011401 : [CHS] - (test)控制温迪的空闲对话$HIDDEN - [CHS] - (test)控制温迪的空闲对话$HIDDEN
1012001 : 昔日の暗雲 - ジンと会話する
1012002 : 昔日の暗雲 - 城内で旧貴族を探す
1012003 : 昔日の暗雲 - 城壁近くの人と会話する
1012004 : 昔日の暗雲 - 騎士団に戻って対策を練る
1012005 : 昔日の暗雲 - アンバーと会話する
1012006 : 昔日の暗雲 - 望風山地でエウルアを探す
1012007 : 昔日の暗雲 - 近くのファデュイを倒す
1012008 : 昔日の暗雲 - ファデュイが倒されるのを見る
1012009 : 昔日の暗雲 - エウルアと会話する
1012101 : 言葉遣いと所作 - 大聖堂前の広場へ向かう
1012102 : 言葉遣いと所作 - エウルアと会話する
1012103 : 言葉遣いと所作 - 市民と会話し、エウルアのお手本を見る
1012104 : 言葉遣いと所作 - 引き続き市民と会話する
1012105 : 言葉遣いと所作 - 引き続き市民と会話する
1012106 : 言葉遣いと所作 - ドラゴンスパインで礼儀作法を特訓する
1012107 : 言葉遣いと所作 - エウルアと会話し、特訓内容を聞く
1012108 : 言葉遣いと所作 - [CHS] - 刷出食物（隐藏）$HIDDEN
1012109 : 言葉遣いと所作 - エウルアと会話する
1012110 : 言葉遣いと所作 - 訓練場の地脈鎮石を起動する
1012111 : 言葉遣いと所作 - ノックバックまたは凍結を避け、敵を倒す
1012112 : 言葉遣いと所作 - エウルアと会話する
1012113 : 言葉遣いと所作 - 「鹿狩り」で手土産を準備する
1012114 : 言葉遣いと所作 - エウルアとアンバーと会話する
1012115 : 言葉遣いと所作 - ノックバックや被ダメージを避け、目標地点に到着する
1012116 : 言葉遣いと所作 - ノックバックや被ダメージを避け、目標地点に到着する
1012117 : 言葉遣いと所作 - ノックバックや被ダメージを避け、終点に到着する
1012118 : 言葉遣いと所作 - [CHS] - 播放开车$HIDDEN
1012119 : 言葉遣いと所作 - [CHS] - 刷走食物（隐藏）$HIDDEN
1012120 : 言葉遣いと所作 - サラから「漬け野菜肉炒め」を獲得する
1012201 : 礼儀をもって心を知る - 清泉町付近でシューベルトを探す
1012202 : 礼儀をもって心を知る - 襲ってくるファデュイを倒す
1012203 : 礼儀をもって心を知る - [CHS] - 看见卷轴开车（隐藏）$HIDDEN
1012204 : 礼儀をもって心を知る - シューベルトと「仲間」に会いに行く
1012205 : 礼儀をもって心を知る - シューベルトと会話する
1012206 : 礼儀をもって心を知る - シューベルトについて行く
1012207 : 礼儀をもって心を知る - 護衛のファデュイと会話する
1012208 : 礼儀をもって心を知る - シューベルトについて行く
1012209 : 礼儀をもって心を知る - 目の前のファデュイと会話する
1012210 : 礼儀をもって心を知る - ファデュイを倒す
1012211 : 礼儀をもって心を知る - シューベルトを追いかける
1012212 : 礼儀をもって心を知る - エウルアと会話する
1012213 : 礼儀をもって心を知る - 奥深くへ行き地図を取り戻す
1012214 : 礼儀をもって心を知る - エウルアと会話し別れの挨拶をする
1012215 : 礼儀をもって心を知る - 奥深くへ行き地図を取り戻す
1012216 : 礼儀をもって心を知る - 奥深くへ行き地図を取り戻す
1012217 : 礼儀をもって心を知る - [CHS] - 废弃$HIDDEN
1012218 : 礼儀をもって心を知る - [CHS] - 刷走主角的面具（隐藏）$HIDDEN
1020001 : 「モンドの最強戦力」の争い - 夜が来るのを待つ
1020002 : 「モンドの最強戦力」の争い - 0
1020003 : 「モンドの最強戦力」の争い - 酒場に入る
1020004 : 「モンドの最強戦力」の争い - 酒客たちに「最強戦力」について聞く
1020005 : 「モンドの最強戦力」の争い - パイモンと一緒に情報をまとめる
1020006 : 「モンドの最強戦力」の争い - 騎士団に行く
1020007 : 「モンドの最強戦力」の争い - ジンに「最強戦力」について聞く
1020008 : 「モンドの最強戦力」の争い - 騎士団執務室を出る
1020009 : 「モンドの最強戦力」の争い - 0
1020010 : 「モンドの最強戦力」の争い - 女の子の状況を聞く
1020011 : 「モンドの最強戦力」の争い - 酒客たちに「最強戦力」について聞く
1020012 : 「モンドの最強戦力」の争い - 酒客たちに「最強戦力」について聞く
1020013 : 「モンドの最強戦力」の争い - 酒客たちに「最強戦力」について聞く
1020014 : 「モンドの最強戦力」の争い - 酒客たちに「最強戦力」について聞く
1020015 : 「モンドの最強戦力」の争い - パットンから最近の話題を聞き出す
1020016 : 「モンドの最強戦力」の争い - [CHS] - (test)任务隔离，防止回滚$HIDDEN
1020101 : 「赤い服の女の子の宝物」の謎 - 囁きの森に行って宝物が埋められた場所を探す
1020102 : 「赤い服の女の子の宝物」の謎 - クレーと共にアビスの魔術師を追う（距離が50m以上離れると失敗）
1020103 : 「赤い服の女の子の宝物」の謎 - 追逐I
1020104 : 「赤い服の女の子の宝物」の謎 - 戦闘I
1020105 : 「赤い服の女の子の宝物」の謎 - 追逐II
1020106 : 「赤い服の女の子の宝物」の謎 - 戦闘II
1020107 : 「赤い服の女の子の宝物」の謎 - 追逐III
1020108 : 「赤い服の女の子の宝物」の謎 - アビスの魔術師の行方を探す
1020109 : 「赤い服の女の子の宝物」の謎 - 秘境に入る
1020110 : 「赤い服の女の子の宝物」の謎 - 秘境を探索し、アビスの魔術師を探す
1020111 : 「赤い服の女の子の宝物」の謎 - アビスの魔術師と交渉する
1020112 : 「赤い服の女の子の宝物」の謎 - クレーと会話する
1020113 : 「赤い服の女の子の宝物」の謎 - クレーと会話する
1020114 : 「赤い服の女の子の宝物」の謎 - 戦闘I会話
1020115 : 「赤い服の女の子の宝物」の謎 - 戦闘II
1020116 : 「赤い服の女の子の宝物」の謎 - [CHS] - (test)派蒙提示线索$HIDDEN
1020201 : 「騎士団の宝物」 - 西風騎士団に戻って、ジンに報告する
1020202 : 「騎士団の宝物」 - 騎士団に行く
1020203 : 「騎士団の宝物」 - ジンと会話する
1020204 : 「騎士団の宝物」 - 騎士団反省室を探す
1020301 : [CHS] - 可莉线彩蛋$HIDDEN - ジンと会話する
1020302 : [CHS] - 可莉线彩蛋$HIDDEN - 自由会話
1030001 : 0 - 0
1030002 : 0 - 0
1050001 : 占星術と50年の約束 - 道を塞ぐ少女の目的を聞く
1050002 : 占星術と50年の約束 - 道を塞ぐ少女の目的を聞く
1050003 : 占星術と50年の約束 - モナと共に朱店主と別れを告げる
1050004 : 占星術と50年の約束 - スライムを引き付けて、朱店主の指輪を探す
1050005 : 占星術と50年の約束 - スライムを倒し、指輪を探す
1050006 : 占星術と50年の約束 - 指輪を朱店主に返す
1050007 : 占星術と50年の約束 - 璃月港外に行く
1050008 : 占星術と50年の約束 - パイモンと会話する
1050101 : モンドへ出発 - 望舒旅館に向かう
1050102 : モンドへ出発 - モナと会話し、共に美食をいただく
1050103 : モンドへ出発 - 支配人にキッチンを借りる
1050104 : モンドへ出発 - 「黄金ガニ」を作る
1050105 : モンドへ出発 - （通常または美味しそうな）黄金ガニをモナに渡す
1050106 : モンドへ出発 - 石門に向かう
1050107 : モンドへ出発 - 休憩中のモナと会話する
1050108 : モンドへ出発 - 強盗を撃退する
1050109 : モンドへ出発 - モナと会話する
1050110 : モンドへ出発 - [CHS] - (test)交付黄金蟹$HIDDEN
1050111 : モンドへ出発 - [CHS] - (test)交付之后对话A$HIDDEN
1050112 : モンドへ出発 - [CHS] - (test)交付之后对话B$HIDDEN
1050113 : モンドへ出発 - 席に座り、モナに奢ってもらう
1050114 : モンドへ出発 - [CHS] - (test)上菜$HIDDEN
1050201 : よく見えない運命 - モンド城に到着する
1050202 : よく見えない運命 - モナと会話し、継承者と会う準備をする
1050203 : よく見えない運命 - クレーに追い付いて、箱を取り戻す
1050204 : よく見えない運命 - クレーと会話し、箱を取り戻す
1050205 : よく見えない運命 - 草スライムを倒す
1050206 : よく見えない運命 - クレーと会話し、箱を取り戻す
1050207 : よく見えない運命 - クレーと共に箱をモナに渡す
1050208 : よく見えない運命 - キャサリンと会話し、モナの住む所を探す
1050209 : よく見えない運命 - 魔法実験室に行って、封印を確認する
1050210 : よく見えない運命 - [CHS] - (test)解除封印$HIDDEN
1050211 : よく見えない運命 - モナと会話する
1050212 : よく見えない運命 - [CHS] - (test)日记出现$HIDDEN
1050213 : よく見えない運命 - [CHS] - (test)日记消失$HIDDEN
1050301 : [CHS] - 实验室里的莫娜$HIDDEN - [CHS] - 探望实验室中的莫娜$HIDDEN
1100001 : 狩猟中の料理人 - 林中の少女に近づく
1100002 : 狩猟中の料理人 - 林中の少女に近づく（隠れ）
1100003 : 狩猟中の料理人 - 香菱と会話する
1100004 : 狩猟中の料理人 - 香菱の獣肉集めを手伝う
1100005 : 狩猟中の料理人 - 獣肉三枚を香菱に渡す
1100101 : 料理の約束 - 香菱と共に清泉町に行く
1100102 : 料理の約束 - ドゥラフに謝る
1100103 : 料理の約束 - 出て行くつもりの香菱について行く
1100104 : 料理の約束 - 香りの源で香菱と会話する
1100201 : 最高の食材 - 璃月に向かう香菱を探す
1100202 : 最高の食材 - 香菱と会話する
1100203 : 最高の食材 - 道に沿い進み、適切な食材を探す
1100204 : 最高の食材 - ハスの花托を三つ集める
1100205 : 最高の食材 - 進み続け、適切な食材を探す
1100206 : 最高の食材 - 絶雲の唐辛子を三つ集める
1100207 : 最高の食材 - 香菱と会話する
1100301 : 意外の収穫 - 香菱が言っていた場所に行く
1100302 : 意外の収穫 - 香菱と震えている人と会話する
1100303 : 意外の収穫 - 「美味しそうな大根入りの野菜スープ」を作る
1100304 : 意外の収穫 - 完成したスープを狩人に渡す
1100401 : 遥か昔の贈り物 - 遺跡に入る
1100402 : 遥か昔の贈り物 - 遺跡の奥に入り込み、食材を探す
1100403 : 遥か昔の贈り物 - 香菱と会話する
1100498 : 遥か昔の贈り物 - 0
1100499 : 遥か昔の贈り物 - 0
1100501 : 料理対決 - 清泉町に戻り、料理対決に参加する
1100502 : 料理対決 - 料理対決の現場で香菱と会話する
1100503 : 料理対決 - 料理対決中の香菱を手伝う
1100504 : 料理対決 - 試合カウントダウン、ポイント計算用
1100505 : 料理対決 - ダイコンを探す
1100506 : 料理対決 - 水辺でダイコンを綺麗にする
1100507 : 料理対決 - スライムを倒す（ボーナス）
1100508 : 料理対決 - 綺麗にしたダイコンを香菱に渡す
1100509 : 料理対決 - 三つの鍋の火加減のコントロールする
1100510 : 料理対決 - 引き続き香菱を手伝う
1100511 : 料理対決 - 「美味しそうな鳥肉と野生キノコの串焼き」を作る
1100512 : 料理対決 - 「美味しそうな鳥肉と野生キノコの串焼き」を香菱に渡す
1100513 : 料理対決 - 説明に合う食材を探す
1100514 : 料理対決 - 食材は大丈夫かと香菱に確認する
1100515 : 料理対決 - 他に手伝えることはないかと香菱に聞く
1100516 : 料理対決 - 「美味しそうな翠玉福袋」を作る
1100517 : 料理対決 - 「美味しそうな翠玉福袋」を香菱に渡す
1100518 : 料理対決 - ドゥラフと会話して、結果を待つ
1100519 : 料理対決 - 香菱の感謝を受け入れる
1100599 : 料理対決 - ハム
1100601 : 0 - 絶雲の間入口に行って装置を探す
1100602 : 0 - 隠れ装置を開ける
1100701 : 0 - 0
1100801 : 翠石の玉壺·一 - ピンばあやと会話する
1100802 : 翠石の玉壺·一 - クロッサルと会話する
1100803 : 翠石の玉壺·一 - [CHS] - (test)与烟绯说悄悄话（废弃）$HIDDEN
1100804 : 翠石の玉壺·一 - シコウを探す
1100805 : 翠石の玉壺·一 - クロッサルと交渉する
1100806 : 翠石の玉壺·一 - 石商と会話する
1100807 : 翠石の玉壺·一 - 星希と会話する
1100808 : 翠石の玉壺·一 - [CHS] - (test)切换翠含岩碎片$HIDDEN
1100809 : 翠石の玉壺·一 - 白朮と会話する
1100810 : 翠石の玉壺·一 - クロッサルと会話する
1100811 : 翠石の玉壺·一 - ピンばあやに報告する
1100812 : 翠石の玉壺·一 - [CHS] - (test)触发对话用$HIDDEN
1100813 : 翠石の玉壺·一 - 「欠片」を探す
1100814 : 翠石の玉壺·一 - 石商に報告する
1100815 : 翠石の玉壺·一 - [CHS] - (test)跟烟绯对话$HIDDEN
1100816 : 翠石の玉壺·一 - 適切な場所でシコウと会話する
1100901 : 瓊台玉閣 - 玉京台に行って、凝光の演説を聞く
1100902 : 瓊台玉閣 - 情報商人と見知らぬ女性の争いを観察する
1100903 : 瓊台玉閣 - 申鶴を不卜廬に連れて行き、薬材を買う
1100904 : 瓊台玉閣 - [CHS] - (test)【废弃】前往说书人处商议计划
1100905 : 瓊台玉閣 - 「情報商人」について行き、情報を聞く
1100906 : 瓊台玉閣 - [CHS] - (test)对话第二次刷不卜庐药材$HIDDEN
1100907 : 瓊台玉閣 - [CHS] - (test)对话第一次刷不卜庐药材$HIDDEN
1101001 : 海を渡った再会 - 千岩軍に近くの状況を尋ねる
1101002 : 海を渡った再会 - 遺跡守衛に関して調査する
1101003 : 海を渡った再会 - 遺跡守衛を倒す
1101004 : 海を渡った再会 - 近くで調査を続ける
1101005 : 海を渡った再会 - 北国銀行に行く
1101006 : 海を渡った再会 - 「公子」と会話する
1101007 : 海を渡った再会 - 遺跡守衛に関して調査する
1101008 : 海を渡った再会 - 遺跡守衛に関して調査する
1101009 : 海を渡った再会 - パイモンと会話する
1101010 : 海を渡った再会 - [CHS] - (test)(隐藏)击败遗迹守卫$HIDDEN
1101101 : テウセルの璃月見聞録 - テウセルをおもちゃ屋に連れていく
1101102 : テウセルの璃月見聞録 - テウセルを港口に連れて行く
1101103 : テウセルの璃月見聞録 - テウセルと会話する
1101104 : テウセルの璃月見聞録 - テウセルを万民堂に連れて行く
1101105 : テウセルの璃月見聞録 - テウセルと会話する
1101106 : テウセルの璃月見聞録 - テウセルを「公子」の所に連れていく
1101107 : テウセルの璃月見聞録 - 公子の状況を確認する
1101108 : テウセルの璃月見聞録 - 「公子」の所に行ってテウセルを探す
1101109 : テウセルの璃月見聞録 - 公子の状況を確認する
1101110 : テウセルの璃月見聞録 - ファデュイ新兵を全て倒す
1101111 : テウセルの璃月見聞録 - [CHS] - (test)(隐藏)与公子对话$HIDDEN
1101112 : テウセルの璃月見聞録 - [CHS] - (test)(隐藏)进入大世界开车$HIDDEN
1101113 : テウセルの璃月見聞録 - テウセルに港口を紹介する
1101114 : テウセルの璃月見聞録 - [CHS] - (test)(隐藏)等待托克跑到鱼摊$HIDDEN
1101115 : テウセルの璃月見聞録 - テウセルと会話する
1101116 : テウセルの璃月見聞録 - [CHS] - (test)(隐藏)等待托克跑到船锚旁$HIDDEN
1101117 : テウセルの璃月見聞録 - テウセルと会話する
1101118 : テウセルの璃月見聞録 - 宝盗団のテストを通過して、宝をゲットする
1101119 : テウセルの璃月見聞録 - 宝盗団のメンバーと会話する
1101120 : テウセルの璃月見聞録 - [CHS] - (test)(隐藏)等待托克跑到终点$HIDDEN
1101121 : テウセルの璃月見聞録 - 山ばあやと話し合いをする
1101122 : テウセルの璃月見聞録 - 卯師匠と会話する
1101123 : テウセルの璃月見聞録 - [CHS] - (test)(隐藏)品尝菜肴$HIDDEN
1101124 : テウセルの璃月見聞録 - 呉二と会話して、もう一度宝をゲットする
1101125 : テウセルの璃月見聞録 - テウセルと会話する
1101201 : 童話の夢を守る人 - 璃月の「おもちゃ研究所」に行く
1101202 : 童話の夢を守る人 - 公子と会話する
1101203 : 童話の夢を守る人 - テウセルを守る、なんとかしてテウセルと合流する
1101204 : 童話の夢を守る人 - 遺跡守衛の脅威をなくす
1101205 : 童話の夢を守る人 - 「公子」を見つけて会話する
1101206 : 童話の夢を守る人 - 北国銀行に戻る
1101207 : 童話の夢を守る人 - マネージャーと会話する
1101208 : 童話の夢を守る人 - テウセルと会話する
1101209 : 童話の夢を守る人 - [CHS] - (test)(隐藏)与托克交谈IV$HIDDEN
1101210 : 童話の夢を守る人 - [CHS] - (test)(隐藏)与托克交谈II$HIDDEN
1101211 : 童話の夢を守る人 - 璃月の「おもちゃ研究所」に入る
1101212 : 童話の夢を守る人 - [CHS] - (test)(隐藏)与公子交谈I$HIDDEN
1101213 : 童話の夢を守る人 - [CHS] - (test)(隐藏)与托克交谈I$HIDDEN
1101214 : 童話の夢を守る人 - [CHS] - (test)(隐藏)与托克交谈III$HIDDEN
1101215 : 童話の夢を守る人 - 「公子」と会話する
1101216 : 童話の夢を守る人 - [CHS] - (test)(隐藏)刷隐形NPCI$HIDDEN
1101217 : 童話の夢を守る人 - [CHS] - (test)(隐藏)进入区域$HIDDEN
1101218 : 童話の夢を守る人 - [CHS] - (test)(隐藏)摧毁电桩$HIDDEN
1101219 : 童話の夢を守る人 - [CHS] - (test)(隐藏)等待托克跑过到门前$HIDDEN
1101220 : 童話の夢を守る人 - [CHS] - (test)(隐藏)托克找公子$HIDDEN
1101221 : 童話の夢を守る人 - [CHS] - (test)(隐藏)关闭大门$HIDDEN
1101301 : 鳴海栖霞 - 飛雲商会に行って、行秋を探す
1101302 : 鳴海栖霞 - [CHS] - (test)【废弃】提前找到行秋$HIDDEN
1101303 : 鳴海栖霞 - [CHS] - (test)【废弃】正常流程用前往万文集舍寻找行秋
1101304 : 鳴海栖霞 - [CHS] - (test)【废弃】提前找到用与行秋对话
1101305 : 鳴海栖霞 - 璃沙郊の近くに行って、仙人の洞天を探す
1101306 : 鳴海栖霞 - 仙霊について行く
1101307 : 鳴海栖霞 - 鳴海栖霞洞天に行く
1101308 : 鳴海栖霞 - 申鶴と会話する
1101309 : 鳴海栖霞 - 古陣コアの封印を起動する
1101310 : 鳴海栖霞 - 洞天の結界を破る
1101311 : 鳴海栖霞 - パイモンと会話する
1101312 : 鳴海栖霞 - 洞天の結界を破る
1101313 : 鳴海栖霞 - パイモンと会話する
1101314 : 鳴海栖霞 - 洞天の一番底に無事に着地する
1101315 : 鳴海栖霞 - 引き続き進んで、鳴霞浮生石を探す
1101316 : 鳴海栖霞 - 洞天の結界を破る
1101317 : 鳴海栖霞 - 鳴霞浮生石を探す
1101318 : 鳴海栖霞 - 申鶴と会話する
1101319 : 鳴海栖霞 - 群玉閣の建設現場に行って、申鶴を探す
1101320 : 鳴海栖霞 - 申鶴を近くの臨時民宿に連れて、休憩する
1101321 : 鳴海栖霞 - 民宿のオーナーと会話する
1101322 : 鳴海栖霞 - 留雲借風真君と会話する
1101323 : 鳴海栖霞 - 次の層の雲海に無事着地する
1101324 : 鳴海栖霞 - 翌日まで待つ（8時~12時）
1101325 : 鳴海栖霞 - 申鶴と会話する
1101326 : 鳴海栖霞 - 璃沙郊の近くに行って、仙人の洞天を探す
1101327 : 鳴海栖霞 - [CHS] - (test)对话刷仙灵改天气$HIDDEN
1101328 : 鳴海栖霞 - [CHS] - (test)出圈恢复天气$HIDDEN
1101329 : 鳴海栖霞 - [CHS] - (test)对话刷仙灵移动$HIDDEN
